survey,variable,topic,preamble,question,response_options,interviewer_instructions,modes,conditional,correct_answer,answer_basis,explicit_dk,dk_probe,dyt,wwys,wipo,n_options,dke_preamble,dkd_preamble,happen_to_know,self_placement_dk_filter,old_coding,notes
ANES 2016,OFCREC_KNRUS,office recognition,"Now we have a set of questions concerning various public figures. We want to see how much information about them gets out to the public from television, newspapers and the like.",Vladimir Putin. What job or political office does he now hold?,(open: text entry),"{TYPE R'S EXACT RESPONSE, WORD-FOR-WORD} {PROBE 'DON'T KNOW' RESPONSE WITH: 'WELL, WHAT'S YOUR BEST GUESS?'} [FTF only; the web instrument has no probe]",FTF interviewer (CAPI); web,,President of Russia,Office held at fielding,0,1,0,0,0,open,0,0,0,0,old: entered twice for each mode (4 rows instead of 2); dk_probe = 1 in the web rows too,
ANES 2016,OFCREC_KNCHJ,office recognition,"Now we have a set of questions concerning various public figures. We want to see how much information about them gets out to the public from television, newspapers and the like.",John Roberts. What job or political office does he now hold?,(open: text entry),"{TYPE R'S EXACT RESPONSE, WORD-FOR-WORD} {PROBE 'DON'T KNOW' RESPONSE WITH: 'WELL, WHAT'S YOUR BEST GUESS?'} [FTF only; the web instrument has no probe]",FTF interviewer (CAPI); web,,Chief Justice of the United States,Office held at fielding,0,1,0,0,0,open,0,0,0,0,old: entered twice for each mode (4 rows instead of 2); dk_probe = 1 in the web rows too,
ANES 2016,KNOWL_EMPRATE,economic fact,,"What was the current unemployment rate in the United States as of [preload: dateunemprt] -- [preload: unemprt] - 2.0, [preload: unemprt], [preload: unemprt] + 2.0, or [preload: unemprt] + 4.0?",[unemprt - 2.0]|[unemprt]|[unemprt + 2.0]|[unemprt + 4.0],,FTF interviewer (CAPI); web,,[unemprt] (the latest BLS rate),BLS release preloaded at interview,0,0,0,0,0,4,0,0,0,0,old: dyt = 1 ('Do you think' does not appear in the item); date entered as 'November 4 2017',
ANES 2016,KNOWL_MINWAGE,economic fact,,What is the minimum wage in [preload: hhstatepo]? $__ per hour,(open: numeric entry),,FTF interviewer (CAPI); web,,R's state minimum wage (federal $7.25 where no higher state rate),State labor law at fielding,0,0,0,0,0,open,0,0,0,0,old: not in the corpus,
ANES 2016,HLTHLAW_NUMREV,policy fact,,"Has the 2010 health care law increased, decreased, or had no effect on the number of Americans with health insurance?",Increased|Decreased|Had no effect,,FTF interviewer (CAPI); web,,Increased,CDC NHIS and Census estimates: uninsured rate fell from about 16% (2010) to about 9% (2015),0,0,0,0,0,3,0,0,0,0,,
ANES 2016,VACCINE2_RISKS,scientific consensus,,"Now for questions on different topics. Do the health benefits of vaccinations generally outweigh the risks, do the risks outweigh the benefits, or is there no difference?",Benefits outweigh risks|Risks outweigh benefits|No difference,,FTF interviewer (CAPI); web,,Benefits outweigh risks,Institute of Medicine (2013); CDC,0,0,0,0,0,3,0,0,0,0,,
ANES 2016,LIBCPO_LIBCPOHDC,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,(Still looking at page [preload: postpg_n] of the booklet.) Where would you place [preload: dem_hsenamepo] on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DK},FTF interviewer (CAPI); web,Contested House race and R recognized the candidate in the thermometer,1-3 (liberal side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,LIBCPO_LIBCPOHRC,placement,We hear a lot of talk these days about liberals and conservatives. Here is a seven-point scale on which the political views that people might hold are arranged from extremely liberal to extremely conservative.,(Still looking at page [preload: postpg_n] of the booklet.) Where would you place [preload: rep_hsenamepo] on this scale?,1 Extremely liberal|2 Liberal|3 Slightly liberal|4 Moderate; middle of the road|5 Slightly conservative|6 Conservative|7 Extremely conservative,{DO NOT PROBE DK},FTF interviewer (CAPI); web,Contested House race and R recognized the candidate in the thermometer,5-7 (conservative side),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,7,0,0,0,1,"old: dke_preamble = 1 (from the self-placement filter); n_options coded 2 (scored), presented 7","The preceding self-placement asks 'Where would you place yourself on this scale, or haven't you thought much about this?'; that filter is not repeated for this item."
ANES 2016,ABORTPO_ABDPCSTD,placement,,Please look at page [preload: postpg_p] of the booklet. Where would you place [preload: dem_pcnamepo] (on abortion)?,"1 By law, abortion should never be permitted.|2 The law should permit abortion only in case of rape, incest, or when the woman's life is in danger.|3 The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need for the abortion has been clearly established.|4 By law, a woman should always be able to obtain an abortion as a matter of personal choice.",{DO NOT PROBE DK},FTF interviewer (CAPI); web,,3 or 4 (permit abortion),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,4,0,0,0,0,,
ANES 2016,ABORTPO_ABRPCSTD,placement,,(Still looking at page [preload: postpg_p] of the booklet.) Where would you place [preload: rep_pcnamepo] (on abortion)?,"1 By law, abortion should never be permitted.|2 The law should permit abortion only in case of rape, incest, or when the woman's life is in danger.|3 The law should permit abortion for reasons other than rape, incest, or danger to the woman's life, but only after the need for the abortion has been clearly established.|4 By law, a woman should always be able to obtain an abortion as a matter of personal choice.",{DO NOT PROBE DK},FTF interviewer (CAPI); web,,1 or 2 (restrict abortion),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,4,0,0,0,0,,
ANES 2016,PTYCONS_PTYCONS,civics,,Would you say that one of the parties is more conservative than the other at the national level?,"Yes, one party more conservative|No, one party not more conservative",,FTF interviewer (CAPI); web,,Yes,Party platforms and congressional roll-call records,0,0,0,1,0,2,0,0,0,0,old: FTF row entered twice (3 rows instead of 2),
ANES 2016,PTYCONS_PTYCONSWH,civics,,Which party is more conservative?,Democrats|Republicans,,FTF interviewer (CAPI); web,R said one party is more conservative,Republicans,Party platforms and congressional roll-call records,0,0,0,0,0,2,0,0,0,0,old: FTF row entered twice (3 rows instead of 2),
ANES 2016,NONMAIN_GOVT911RB,misinformation,,"Next for some other questions. Did senior federal government officials [definitely know about the terrorist attacks on September 11, 2001 before they happened, probably know about the terrorist attacks on September 11, 2001 before they happened, probably not know about the terrorist attacks on September 11, 2001 before they happened, or definitely not know about the terrorist attacks on September 11, 2001 before they happened / reverse order]?",Definitely knew|Probably knew|Probably did not know|Definitely did not know,,FTF interviewer (CAPI); web,,Did not know (3 or 4),9/11 Commission Report (2004),0,0,0,0,0,4,0,0,0,0,,"Officials had general warnings (e.g., the August 2001 PDB) but not knowledge of the attacks."
ANES 2016,NONMAIN_BOMUSLIM,misinformation,,"Is Barack Obama a Muslim, or is he not a Muslim?",Muslim|Not a Muslim,,FTF interviewer (CAPI); web,,Not a Muslim,"Obama is a Christian (United Church of Christ, 1988-2008)",0,0,0,0,0,2,0,0,0,0,,
ANES 2016,CSES5_LRDPC,placement,,Please turn to page [preload: postpg_bb] of the booklet. In politics people sometimes talk of left and right. Where would you place the Democratic Party on a scale from 0 to 10 where 0 means the left and 10 means the right?,0 Left|1|2|3|4|5|6|7|8|9|10 Right,{DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,0-4 (left of centre),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,11,0,0,0,0,"old: n_options coded 2 (scored), presented 11",
ANES 2016,CSES5_LRRPC,placement,,"Using the same scale, where would you place the Republican Party?",0 Left|1|2|3|4|5|6|7|8|9|10 Right,{DO NOT PROBE DON'T KNOW},FTF interviewer (CAPI); web,,6-10 (right of centre),"Platform/record of the candidate or party; scored by side of the scale midpoint as in the old files (relative placement, Dem left of Rep, is the common alternative)",0,0,0,0,0,11,0,0,0,0,"old: n_options coded 2 (scored), presented 11",
