rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
311,221483,9/11/2010 0:21,Complete,,,,,,United States,,CA,,,,,FY943768,,I agree to participate,FY943768,,39,,,start,9,2,nonphoto,Don't know  (I live overseas),French President,US Cabinet member -Secty Homeland Security - previously gov Arizona,,,,,German Chancellor,again - I have lived overseas for 10 years.  I believe he is an American politician,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,3,7,3,4,2,4,,Slightly liberal,,NY Times,,, Other ,"London Times, International Herald Trib,",,,PBS,,Other,,BBC You could not pay me to watch Fox regularly.  I find it appallingly biased.,,,,BBC,,,,NPR,,,,,,,,Other,NPR radio site,0,A lot,7,3,Democrat,,,Strong,,This question is distasteful.  I try to conside people as individuals rather than groupmembers.,,,,,,,closed,Couldn't say,Don't Know,,,,,,,,,,,,,,,,,,,,,Branch B,,,,Increased,,,,2,10,8,7,7,Democrats,,,,4,4,5,4,,,,,
312,221486,9/11/2010 0:11,Complete,,,,,,United States,,WA,,,,,FY900741,,I agree to participate,FY900741,,16,,,start,8,4,photo,,,,"Senator from Nevada, House Majority Leader",,,,,,,,,Chancellor of Germany,,Don't Know,regular,Don't Know,Couldn't Say,,,,,,,,,,3,7,2,5,1,6,,Slightly liberal,,,,, Other ,"slate.com, cnn.com, seattle times.com, economist",,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,,1,5,Democrat,,,Strong,,60,30,85,60,60,60,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Bill Clinton,Couldn't say,Limits future increases in payments to Medicare providers,,,,,,,,,32%,15%,10%,Branch A,Increased,Decreased,Increased,,,,,3,10,6,5,10,Democrats,,,,2,4,5,3,4,3,3,5,3
313,221501,9/11/2010 0:39,Complete,,,,,,United States,,CA,,,,,FY963493,,I agree to participate,FY963493,,13,,,end,,,nonphoto,,,,,,,,,,,,Don't Know,,Don't Know,,percent,,,8,2,5,5,,8,8,8,8,7,7,1,3,3,7,,Very liberal,,,,,,,,,,,,ABC,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A lot,1,8,Democrat,,,Not very strong,,100,50,50,100,100,100,40,closed,Poland,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,5,Can escort illegal immigrants back across the border,5,George W. Bush,,,0,0,10,0,5,0,5,5,20%,25%,25%,Branch B,,,,Increased,Decreased,Increased,Increased,3,10,0,10,0,Republicans,,4,5,2,5,7,5,3,3,1,3,5
314,221599,9/11/2010 7:36,Complete,,,,,,United States,,NY,,,,,FY916874,,I agree to participate,FY916874,,18,,,end,,,nonphoto,US Senate Majority Leader,President of France,US Secretary of Homeland Security,,,,,German Chancellor,US Senate Minority Leader,,,,,,,percent,,,10,,,,,,8,2,,2,6,2,6,2,5,,Slightly liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A great deal,3,3,Democrat,,,Not very strong,,,30,70,,,70,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,6,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Bill Clinton,,,0,0,5,3,0,0,3,3,30%,2%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,8,6,8,Democrats,,8,1,3,6,4,4,2,3,3,3,5
315,221612,9/11/2010 7:48,Complete,,,,,,Lebanon,,4,,,,,FY922050,,I agree to participate,FY922050,,79,,,start,7,9,nonphoto,,French President,,,,,,German Chancellor,,,,,,Don't Know,,percent,,,5,,,,,,,,,1,5,1,4,1,6,,Slightly conservative,,,,,,,,,,,,,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,3,5,Republican,,Not very strong,,,70,100,100,100,70,100,40,open,,,Soviet Union,Cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Don't Know,,,2,8,8,0,0,5,6,5,40%,5%,30%,Branch A,Decreased,Increased,Increased,,,,,5,0,0,0,0,Republicans,,,,2,7,4,3,2,4,4,3,6
316,221650,9/11/2010 8:54,Complete,,,,,,United States,,CA,,,,,FY972819,,I agree to participate,FY972819,,53,,,end,,,photo,,,,No idea,No idea,No idea,,,,No idea,No idea,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,7,7,1,6,1,7,,Slightly conservative,Wall Street Journal,,,,,,CBS,,PBS,NBC,,ABC,,,MSNBC,,,,CNN,,,,,,,,,,,,3,A little,0,5,Other,Ex-Republican,,,,50,40,30,60,60,85,80,closed,Couldn't say,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,6,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Ronald Reagan,Does not reimburse routine mammograms for women younger than 50,Allows a government panel to make decisions about end‐of‐life care for people on Medicare,,,,,,,,,28%,15%,30%,Branch A,Decreased,Decreased,Increased,,,,,2,10,0,1,3,Don't Know,,2,0,2,6,7,3,2,3,3,3,7
317,221675,9/11/2010 9:29,Complete,,,,,,United States,,NJ,,,,,FY977282,,I agree to participate,FY977282,,54,,,end,,,photo,,,,senate majority leader,economic adviser,treasury secretary,,,,senate minority leader,republican senate candidate nevada,,,,,percent,,,10,0,0,0,,0,10,0,0,1,7,3,6,2,5,,Very liberal,,NY Times,,,,,,,PBS,NBC,,,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,,,,7,A great deal,7,1,Democrat,,,Strong,,,,,,,,,open,,,Russia,heart disease,Question any person whom they suspect to be an illegal immigrant for their papers,6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,,,0,0,10,0,0,0,0,0,15%,1%,2%,Branch B,,,,Increased,Decreased,Increased,Increased,10,10,9,10,4,Democrats,,10,0,1,6,2,2,2,4,4,4,4
318,221696,9/11/2010 9:48,Complete,,,,,,Malaysia,,,,,,,FY937702,,I agree to participate,FY937702,,43,,,start,8,1,photo,,,,,,,,,,,,,Don't Know,,Senate Minority Leader,regular,Don't Know,Couldn't Say,,,,,,,,,,2,3,1,4,1,6,,Slightly liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A little,1,5,Democrat,,,Strong,,,,,,,,,open,,,Germany,Cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,7,Jimmy Carter,,,,,,,,,,,28%,,,Branch A,Don't Know,Decreased,Increased,,,,,5,10,6,1,5,Don't Know,,,,5,3,6,3,3,2,2,2,5
319,221748,9/11/2010 10:36,Complete,,,,,,United States,,OR,,,,,FY905833,,I agree to participate,FY905833,,29,,,start,6,0,nonphoto,"Nebraska Senator, Dem. leader",Russian president,US cabinet--health,,,,,pres. of Germany,Minority leader Senate--rep.,,,,,,,percent,,,6,,,,,,10,,,2,7,5,5,2,4,,Very liberal,,NY Times,Washington Post,, Other ,Ashland Daily Tidings,,,,,Other,,don't watch tv,,,,, Others ,,don't watch tv.,NPR,,,,,Huffington Post,,,Other,"Washington Monthly, CQ online",0,,2,2,Democrat,,,Strong,,100,50,85,100,100,100,90,open,,,Russia,heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",1,Can  ask anyone they suspect of being an illegal immigrant for their papers,1,Bill Clinton,,,10,0,5,0,1,0,5,2,38%,2%,9%,Branch B,,,,Increased,Decreased,Increased,Remained the Same,7,10,10,3,7,Democrats,,,,6,5,4,5,2,2,2,3,7
320,221750,9/11/2010 10:39,Complete,,,,,,United States,,CA,,,,,FY985277,,I agree to participate,FY985277,,23,,,start,7,3,photo,,,,Speaker of the House,Secretary of Homeland Security,President of France,,,,US Senator,Chancellor of Germany,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,6,2,6,2,6,,Slightly liberal,Wall Street Journal,,Washington Post,USA Today, Other ,Los Angeles Times,,,,NBC,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,7,A lot,1,5,Democrat,,,Not very strong,,30,15,85,70,50,50,30,closed,Couldn't say,Don't Know,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Don't Know,Couldn't say,Couldn't say,,,,,,,,,35%,10%,40%,Branch B,,,,Increased,Decreased,Increased,Remained the Same,5,10,0,3,3,Republicans,,,,1,7,2,2,2,4,4,4,4
321,221818,9/11/2010 11:36,Complete,,,,,,United States,,MN,,,,,FY968175,,I agree to participate,FY968175,,35,,,start,9,3,nonphoto,Majority Leader Senate,President of France,Homeland Security Director,,,,,Prime Minister of Germany,Minority Leader for Republicans in Senate,,,,,,,percent,,,10,,,,,,8,,,3,7,2,3,1,4,,Slightly liberal,Wall Street Journal,NY Times,,, Other ,local newspaper,,,PBS,NBC,Other,,cnn,,,,,,,,NPR,,,,,,,,Other,NY Times online,7,A lot,4,6,Democrat,,,Strong,,60,30,70,70,50,85,30,open,,,Russia,heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Ronald Reagan,,,0,0,9,2,0,0,10,5,35%,15%,40%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,10,10,5,Don't Know,,,,5,5,4,4,4,3,2,3,5
322,221823,9/11/2010 11:41,Complete,,,,,,Denmark,,3,,,,,FY961004,,I agree to participate,FY961004,,36,,,end,,,nonphoto,,President of France,,,,,,Chancellor of Germany,,,,,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,2,6,2,2,1,5,,Slightly conservative,,NY Times,Washington Post,, Other ,cnn.com,,,,,Other,,Danish TV (I live in Denmark),,,,,,CNN,,,,, Others ,Danish radio,,,,Other,Danish newspapers,0,Not at all,,9,Democrat,,,Not very strong,,80,80,80,100,100,100,50,closed,Germany,Heart Disease,,,Don’t Know,,Can escort illegal immigrants back across the border,1,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Replaces Medicare with a “public option”,,,,,,,,,20%,10%,40%,Branch B,,,,Remained the Same,Remained the Same,Increased,Increased,8,0,0,0,2,Republicans,,8,8,3,6,6,5,5,4,6,3,7
323,221867,9/11/2010 12:49,Complete,,,,,,United States,,CT,,,,,FY956057,,I agree to participate,FY956057,,43,,,start,6,6,photo,,,,Senate leader Reid,Sec of Homeland Security Napolitano,President of France Sarkozy,,,,McConnell Republican Senate,Merkel PM of  Germany,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,3,5,1,5,3,7,,Moderate,Wall Street Journal,NY Times,Washington Post,, Other ,CSMonitor,,Fox,PBS,,Other,,"BBC, Euronews",Fox News,MSNBC,CSPAN,BBC, Others ,,Euronews,,,,,,,,,Other,Refdesk,7,A lot,4,7,Independent,,,,Closer to Republican Party,70,60,40,40,70,85,40,closed,[Erstwhile] Soviet Union,Don't Know,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Don't Know,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,30%,1%,20%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,7,10,5,7,7,Republicans,,,,4,5,5,5,3,,,,
324,221935,9/11/2010 14:06,Complete,,,,,,United Kingdom,,H7,,,,,FY989745,,I agree to participate,FY989745,,55,,,start, dk,7,photo,,,,,,President of France,,,,,Speaker of the House of Representatives,,,,Don't Know,percent,,,0,0,0,0,,0,,,,3,6,2,5,2,6,,Moderate,,,,, Other ,Yorkshire Post (UK),,,,,Other,,BBC,,,,BBC,,,,,,, Others ,BBC Radio 4,,,,,,2,A lot,5,7,Democrat,,,Not very strong,,70,70,70,70,60,80,50,closed,[Erstwhile] Soviet Union,Breast Cancer,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,,,6,5,5,7,0,5,7,5,20%,10%,70%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,6,0,0,2,5,Republicans,,,,5,3,7,5,5,3,3,5,5
325,221937,9/11/2010 13:51,Complete,,,,,,United States,,CO,,,,,FY949764,,I agree to participate,FY949764,,19,,,start,9,0,nonphoto,Speaker of the Senate,President of France,"was governor of AZ, now in cabinet?",,,,,Prime Minister of Germany,Senator from Kentucky,,,,,,,percent,,,0,0,0,0,,,10,,,1,7,2,7,1,5,,Liberal,,NY Times,Washington Post,, Other ,,CBS,,PBS,NBC,,ABC,,,MSNBC,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,factcheck.org,0,A moderate amount,7,4,Other,"fiscal conservative, social liberal",,,,100,60,85,100,100,100,100,open,,,germany,heart disease,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Bill Clinton,,,0,0,5,0,,0,10,,26%,10%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,10,10,10,Other,"a third party backed by we, the people",,,6,2,4,4,4,3,3,4,6
326,221983,9/11/2010 14:58,Complete,,,,,,United States,,WA,,,,,FY998510,,I agree to participate,FY998510,,29,,,end,,,photo,,,,Senator,Speaker of the House,,,,,Senator,,,Don't Know,,,percent,,,0,0,0,0,,0,0,0,0,1,7,2,6,1,5,,Very liberal,,,,, Other ,Seattle Times,,,,,,,,,,,,,,,NPR,,, Others ,BBC,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,Not at all,5,1,Democrat,,,Strong,,100,30,85,100,100,85,70,open,,,Russians (Soviet Union),Heart Attack,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,5,Don't Know,,,0,0,5,0,5,0,0,5,1%,2%,15%,Branch A,Increased,Decreased,Increased,,,,,2,10,7,10,6,Democrats,,8,0,4,2,1,1,1,1,1,3,7
327,222049,9/11/2010 16:57,Complete,,,,,,United States,,TX,,,,,FY936461,,I agree to participate,FY936461,,20,,,start,8,9,photo,,,,Senator,,,,,,Congressman,Senator,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,4,7,1,2,2,5,,Liberal,,,,, Other ,none,,,,,,ABC,,,,,, Others ,,CNN-very rarely,,,, Others ,none,,,,Other,Get many emails,7,A moderate amount,2,2,Independent,,,,Closer to Democratic Party,80,40,60,80,80,70,0,closed,Poland,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",3,Can  ask anyone they suspect of being an illegal immigrant for their papers,3,Don't Know,Does not reimburse routine mammograms for women younger than 50,Cuts benefits to existing Medicare patients,,,,,,,,,10%,5%,25%,Branch A,Increased,Decreased,Increased,,,,,3,10,2,2,2,Don't Know,,,,2,3,3,3,2,2,2,4,7
328,222068,9/11/2010 17:08,Complete,,,,,,United States,,CA,,,,,FY913551,,I agree to participate,FY913551,,34,,,start,9,1,photo,,,,Reid,Napolitano,,,,,,,,Don't Know,,Senate Minority Leader,regular,Gary Locke,Stephen Breyer,,,,,,,,,,2,7,2,6,2,6,,Liberal,,,,, Other ,SF Chronicle,CBS,,,NBC,,,,,MSNBC,,,,,,,,,,,,,,,,7,A great deal,2,3,Democrat,,,Strong,,85,30,85,85,85,85,40,open,,,Japan,cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Don't Know,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,30%,10%,15%,Branch A,Increased,Increased,Increased,,,,,6,10,10,10,10,Don't Know,,,,3,6,6,3,3,4,3,3,5
329,222076,9/11/2010 17:31,Complete,,,,,,United States,,AZ,,,,,FY936590,,I agree to participate,FY936590,,156,,,start,8,1,nonphoto,Democratic House Leader,President of France,Homeland Security Chief,,,,,Chanceller of Germany,Republican Senate Leader,,,,,,,percent,,,10,,,,,,5,,5,2,6,2,6,2,5,,Slightly liberal,,,,, Other ,Local Paper,,,PBS,,,,,,,,BBC,,CNN,,NPR,,,,,Huffington Post,,,,,7,A lot,5,2,Democrat,,,Not very strong,,60,60,60,60,60,60,60,open,,,Soviet Union,Heart Attach,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,George H. Bush,,,0,0,0,0,0,0,0,0,15%,10%,15%,Branch A,Increased,Decreased,Increased,,,,,5,10,7,5,9,Republicans,,,,5,6,7,4,4,3,2,4,5
348,222606,9/12/2010 11:59,Complete,,,,,,United States,,MA,,,,,FY969316,,I agree to participate,FY969316,,31,,,end,,,nonphoto,Majority leader of the Senate,President of France,Homeland Security Secretary,,,,,President of Germany,Minority leader of the Senate,,,,,,,percent,,,10,,,,,,0,,0,2,7,1,7,4,7,,Liberal,,,,, Other ,local paper,CBS,,PBS,NBC,,ABC,,,MSNBC,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,5,A moderate amount,2,8,Democrat,,,Strong,,60,40,85,60,60,70,15,open,,,France,Cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,,,0,0,0,5,0,0,8,0,30%,2%,20%,Branch A,Don't Know,Decreased,Increased,,,,,7,10,10,5,8,Don't Know,,10,2,2,3,5,5,4,2,2,4,5
349,222640,9/12/2010 12:39,Complete,,,,,,Israel,,,,,,,FY988226,,I agree to participate,FY988226,,3216,,,end,,,nonphoto,senate majority leader,"President, France",Secretary of Homeland Security ,,,,,"president, germany",minority leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,3,5,1,5,,Very liberal,,NY Times,,,,,,,,,,,,,,,,,,,,,,,,Huffington Post,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Salon,0,A little,2,5,Democrat,,,,,90,20,80,90,90,90,90,open,,,Germany,heart disease,Deny aid to known illegal immigrants,,Can  ask anyone they suspect of being an illegal immigrant for their papers,,Bill Clinton,"Replaces private health insurance with a ""single payer system""",Replaces Medicare with a “public option”,,,,,,,,,35,5,15,Branch B,,,,Increased,Decreased,Increased,Increased,7,9,2,5,5,Democrats,,9,0,5,3,4,4,4,3,3,3,5
350,222703,9/12/2010 14:00,Complete,,,,,,United States,,CA,,,,,FY953843,,I agree to participate,FY953843,,31,,,end,,,photo,,,,Businessman,Court system,French President,,,,Businessman,German Chancellor,,,,,percent,,,,,5,,,,,5,,1,7,4,5,2,4,,Slightly liberal,,NY Times,,, Other ,LA Times; San Fran Chronicle,,,,,,,,,,,,,,,,,,,,Huffington Post,,,,,0,Not at all,5,5,Independent,,,,Closer to Democratic Party,70,0,10,70,70,100,90,open,,,Russia,Heart attacks,Question any person whom they suspect to be an illegal immigrant for their papers,9,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,Ronald Reagan,,,0,0,3,0,10,0,8,0,33%,5%,30%,Branch A,Decreased,Decreased,Increased,,,,,10,0,0,10,6,Other,Green Party or Independents (any party but the 2 dominant ones),6,0,3,5,6,3,2,5,3,1,7
351,222714,9/12/2010 14:04,Complete,,,,,,United States,,MN,,,,,FY962754,,I agree to participate,FY962754,,9,,,start,7,5,nonphoto,Senate Majority Leader,President of France,Director of Homeland Security,,,,,Chancellor of Germany,Senate Minority Leader,,,,,,,percent,,,8,,,,,,10,,,5,7,2,6,2,6,,Moderate,,NY Times,,,,,,,,,,,,,,,,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A moderate amount,6,6,Independent,,,,Closer to Democratic Party,85,30,65,85,85,85,45,closed,[Erstwhile] Soviet Union,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,,,0,2,8,3,1,0,7,5,40%,5%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,10,5,8,Don't Know,,,,3,2,7,5,2,4,2,4,6
352,222763,9/12/2010 15:25,Complete,,,,,,United States,,NJ,,,,,FY994721,,I agree to participate,FY994721,,25,,,end,,,nonphoto,Senator - Majority leader,don't know,Homeland security secretary,,,,,,,,,Chancellor of Germany,,Chairman of the Republican National Committee,,percent,,,0,0,0,0,,0,0,0,0,1,6,2,6,2,5,,Liberal,,,,, Other ,Asbury Park Press but mostly TV,,,,NBC,,,,,,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,2,A little,1,3,Democrat,,,Strong,,95,20,80,80,95,95,95,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Couldn’t Say,,Don't Know,,,0,0,5,0,4,2,6,4,25%,1%,10%,Branch A,Increased,Decreased,Increased,,,,,3,10,10,9,10,Democrats,,10,0,4,4,2,3,5,2,2,2,7
353,222767,9/12/2010 15:32,Complete,,,,,,United States,,CA,,,,,FY936297,,I agree to participate,FY936297,,40,,,end,,,nonphoto,Senate Majority Leader,French President,Homeland Security,,,,,German Executive branch head (chancellor?),Senate Minorty Leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,6,6,1,2,2,6,,Slightly conservative,,,,, Other ,"Mercury News, LA Times",CBS,Fox,,,,ABC,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,6,A moderate amount,0,8,Other,Libertarian,,,,40,60,30,50,45,60,10,closed,[Erstwhile] Soviet Union,Don't Know,,,Question any person whom they suspect to be an illegal immigrant for their papers,3,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,20%,10%,5%,Branch A,Decreased,Decreased,Increased,,,,,9,10,6,10,6,Republicans,,0,10,3,6,3,3,2,3,3,3,5
354,222813,9/12/2010 17:15,Complete,,,,,,Puerto Rico,,0,,,,,FY998347,,I agree to participate,FY998347,,52,,,start,9,2,photo,,,,Senator,,,,,,,,,Don't Know,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,1,7,4,5,1,3,,Slightly liberal,,,,, Other ,El Nuevo Día,,,,,,,,,,,, Others ,, HLN,,,,,,,,,,,0,A moderate amount,0,2,Democrat,,,Not very strong,,70,15,85,60,100,100,60,closed,Poland,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",1,Can  ask anyone they suspect of being an illegal immigrant for their papers,8,Don't Know,,,8,1,9,1,0,9,8,5,25%,50%,75%,Branch A,Remained the Same,Decreased,Increased,,,,,4,0,0,1,5,Don't Know,,,,6,7,6,3,2,6,4,7,1
355,222834,9/12/2010 17:07,Complete,,,,,,France,,A8,,,,,FY916511,,I agree to participate,FY916511,,18,,,start,5,5,nonphoto,,president of France,general atttorney,,,,,Prime Minister of Germany,,,,,,Don't Know,,percent,,,0,0,0,0,,0,0,0,0,1,7,1,I haven't thought much about this,1,7,,Moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,5,Independent,,,,Equally close to both,20,50,50,70,70,60,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Couldn’t Say,,George H. Bush,,,0,5,8,0,5,1,9,0,25%,5%,25%,Branch B,,,,Increased,Decreased,Remained the Same,Increased,6,0,0,0,0,Don't Know,,,,3,5,4,6,2,2,6,2,6
388,224489,9/13/2010 20:30,Complete,,,,,,United States,,CA,,,,,FY942572,,I agree to participate,FY942572,,48,,,start,10,,photo,,,,Senator - Majority Whip,,Asst. to the President,,,,,,,Chancellor of Germany,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,7,1,7,1,6,,Liberal,,,,, Other ,LA Times,,,PBS,,,,,,MSNBC,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,4,A moderate amount,,10,Democrat,,,Strong,,85,0,85,70,85,85,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,9,Can  ask anyone they suspect of being an illegal immigrant for their papers,10,George W. Bush,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,25%,15%,40%,Branch A,Increased,Decreased,Increased,,,,,10,10,10,10,2,Democrats,,,,2,6,1,2,1,1,4,4,4
387,224424,9/13/2010 19:02,Complete,,,,,,Mexico,,11,,,,,FY992110,,I agree to participate,FY992110,,66,,,start, dk,1,nonphoto,,Head of State in France,National Security Officer,,,,,Germany's Head of State,,,,,,Don't Know,,regular,Don't Know,Couldn't Say,,,,,,,,,,2,5,3,4,3,4,,Slightly liberal,,NY Times,,, Other ,The Economist,,,,,,,,,,,,,CNN,,,,,,,,,,,,2,,4,6,Democrat,,,Strong,,50,50,60,60,60,50,50,closed,Germany,Heart Disease,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can  ask anyone they suspect of being an illegal immigrant for their papers,2,Don't Know,Couldn't say,Couldn't say,,,,,,,,,20%,13%,0.40%,Branch B,,,,Increased,Decreased,Increased,Don't Know,9,0,7,9,10,Democrats,,,,2,4,3,2,2,3,5,2,7
386,224423,9/13/2010 18:40,Complete,,,,,,,,,,,,,FY914694,,I agree to participate,FY914694,,36,,,start,5,0,photo,,,,Senator,Governor,President,,,,Congressman,Prime Minister,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,5,5,2,4,2,4,,Slightly liberal,Wall Street Journal,NY Times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,A lot,1,4,Democrat,,,Not very strong,,50,40,60,70,85,85,40,closed,Couldn't say,Breast Cancer,,,Question any person whom they suspect to be an illegal immigrant for their papers,4,Can  ask anyone they suspect of being an illegal immigrant for their papers,4,Don't Know,Couldn't say,Couldn't say,,,,,,,,,22%,18%,22%,Branch B,,,,Increased,Increased,Increased,Increased,3,0,0,0,5,Republicans,,,,3,6,3,4,4,2,2,3,6
