rid,st.date,cmp.date,lang,useless,useless,useless,arep.id,useless,year,gender,ethnic,ethnic2,born.in.us,us.citizen,years.in.us,born.ctry,born.city,born.us.city,born.us.state,zip,party,libcon,occ,occ2,manager,psych.course,soc.study,major,educ,arep.prev
90775,2010.03.11,2010.03.11,en,,,,FY941287,,1945,Female,White Caucasian,,Yes,,,,,,Pennsylvania,,Independent,Slightly liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
91025,2010.03.15,2010.03.15,en,,,,FY918792,,1986,Female,White Caucasian,,Yes,,,,,,New Jersey,,Democrat,Very liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),No
91027,2010.03.15,2010.03.15,en,,,,FY911262,,1961,Male,#NAME?,,Yes,,,,,,California,,Independent,Slightly liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
91032,2010.03.15,2010.03.15,en,,,,,,1980,Female,Asian or Pacific Islander,,Yes,,,,,,California,,Democrat,Slightly liberal,,,No,No,No,,PhD MD MBA Law degree,No
91039,2010.03.15,2010.03.15,en,,,,FY965568,,1926,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),Yes
91053,2010.03.15,2010.03.15,en,,,,FY927042,,1958,Female,White Caucasian,,Yes,,,,,,Missouri,,Independent,Slightly conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
91058,2010.03.15,2010.03.15,en,,,,FY976359,,1986,Female,White Caucasian,,Yes,,,,,,Minnesota,,Democrat,Very liberal,,,No,Yes,Yes,,Four year college degree (BA or BS),No
91065,2010.03.15,2010.03.15,en,,,,FY951764,,1968,Female,Latino or Hispanic,,No,No,4,"",,,,"",Democrat,Somewhat liberal,,,Yes,No,Yes,,Masters degree (MA or MS),No
91103,2010.03.16,2010.03.16,en,,,,FY951830,,1943,Male,White Caucasian,,No,No,2,,,,,"",Republican,Slightly conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
91150,2010.03.17,2010.03.17,en,,,,FY987009,,1959,Female,#NAME?,,Yes,,,,,,North Carolina,,Other,Neither liberal nor conservative,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
91246,2010.03.19,,en,,,,FY940047,,1935,Female,White Caucasian,,Yes,,,,,,Pennsylvania,,,,,,,,,,,
91247,2010.03.19,,en,,,,FY940047,,,,,,,,,,,,,,,,,,,,,,,
91249,2010.03.19,2010.03.19,en,,,,FY929841,,1973,Male,Asian or Pacific Islander,,No,Yes,20,,,,,,Democrat,Neither liberal nor conservative,,,Yes,No,No,,Masters degree (MA or MS),No
91323,2010.03.22,2010.03.22,en,,,,FY978875,,1979,Female,,,Yes,,,,,,Oregon,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
91373,2010.03.24,2010.03.24,en,,,,FY996137,,1958,Female,White Caucasian,,Yes,,,,,,California,,Other,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
91378,2010.03.24,2010.03.24,en,,,,FY991569,,1958,Female,Latino or Hispanic,,Yes,,,,,,Michigan,,Democrat,Slightly liberal,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
91411,2010.03.25,2010.03.25,en,,,,FY938999,,1973,Male,Latino or Hispanic,,No,No,2,"",,,,"",Independent,Very liberal,,,No,No,No,,Masters degree (MA or MS),No
91563,2010.03.31,2010.03.31,en,,,,FY974121,,1981,Female,White Caucasian,,No,Yes,22,,,,,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,"",Masters degree (MA or MS),No
91762,2010.04.05,2010.04.05,en,,,,FY972628,,1973,Female,White Caucasian,,No,No,9,,,,,,,Somewhat liberal,,,Yes,No,Yes,,PhD MD MBA Law degree,Yes
91783,2010.04.06,2010.04.06,en,,,,FY921774,,1945,Male,White Caucasian,,Yes,,,,,,Minnesota,,Republican,Very conservative,,"",Yes,Yes,No,,PhD MD MBA Law degree,No
91979,2010.04.12,2010.04.12,en,,,,FY990161,,1933,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,Yes
91985,2010.04.12,2010.04.12,en,,,,FY938793,,1982,Female,Latino or Hispanic,,Yes,,,,,,California,,Independent,Slightly liberal,,,No,Yes,Yes,"",Masters degree (MA or MS),No
91990,2010.04.12,2010.04.12,en,,,,FY969693,,1951,Female,White Caucasian,,Yes,,,,,,Oregon,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),Yes
92044,2010.04.14,2010.04.14,en,,,,FY978837,,1938,Male,,,No,No,1,,,,,"",Independent,Slightly conservative,,,Yes,No,No,,Masters degree (MA or MS),No
92243,2010.04.19,2010.04.19,en,,,,FY996137,,1958,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
92830,2010.05.06,,en,,,,FY916757,,1967,Male,Latino or Hispanic,,No,,,,,,,,,,,,,,,,,
92837,2010.05.07,2010.05.07,en,,,,FY907400,,1957,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
92838,2010.05.07,,en,,,,FY970292,,1961,Male,Asian or Pacific Islander,,No,No,0,,,,,,,,,,,,,,,
92841,2010.05.07,2010.05.07,en,,,,FY970292,,1961,Male,Asian or Pacific Islander,,No,No,0,,,,,,Other,Neither liberal nor conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
92842,2010.05.07,2010.05.07,en,,,,FY994721,,1956,,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
92843,2010.05.07,2010.05.07,en,,,,FY932899,,1966,Female,#NAME?,"",No,Yes,31,,,,,,Republican,Somewhat conservative,,,Yes,Yes,No,,Four year college degree (BA or BS),No
92845,2010.05.07,2010.05.07,en,,,,FY990645,,1959,Female,Latino or Hispanic,,No,Yes,49,,,,,,Independent,Neither liberal nor conservative,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
92846,2010.05.07,2010.05.07,en,,,,FY988928,,1957,Female,White Caucasian,,Yes,,,,,,New York,,Republican,Slightly conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
92847,2010.05.07,2010.05.07,en,,,,FY943443,,1963,Female,#NAME?,,No,Yes,29,,,,,,Republican,Slightly conservative,,,Yes,Yes,Yes,"",Masters degree (MA or MS),No
92848,2010.05.07,2010.05.07,en,,,,FY995443,,1951,Female,White Caucasian,,Yes,,,,,,Pennsylvania,,Republican,Slightly conservative,,,Yes,Yes,No,,PhD MD MBA Law degree,No
92849,2010.05.07,2010.05.07,en,,,,FY920597,,1955,Female,#NAME?,,Yes,,,,,,Maine,,Republican,Somewhat conservative,,,Yes,Yes,No,,Four year college degree (BA or BS),No
92850,2010.05.07,2010.05.07,en,,,,FY957424,,1950,Female,White Caucasian,,Yes,,,,,,South Carolina,,Independent,Slightly liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
92851,2010.05.07,2010.05.07,en,,,,FY963541,,1961,Female,White Caucasian,,Yes,,,,,,Virginia,,Republican,Slightly conservative,,,No,Yes,No,,Four year college degree (BA or BS),No
92852,2010.05.07,2010.05.07,en,,,,FY958900,,1963,Female,White Caucasian,,No,Yes,40,,,,,,Democrat,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
92853,2010.05.07,2010.05.07,en,,,,FY910978,,1962,Female,#NAME?,,No,No,0,,,,,"",Democrat,Somewhat liberal,,,Yes,No,No,,Four year college degree (BA or BS),No
92854,2010.05.07,2010.05.07,en,,,,FY997218,,1956,Female,White Caucasian,,Yes,,,,,,District of Columbia,,Democrat,Somewhat liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
92855,2010.05.07,2010.05.07,en,,,,FY923545,,1952,Male,Asian or Pacific Islander,,No,Yes,20,,,,,,Independent,Neither liberal nor conservative,,,Yes,No,No,,PhD MD MBA Law degree,No
92856,2010.05.07,2010.05.07,en,,,,FY960478,,1956,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
92857,2010.05.07,2010.05.07,en,,,,FY970178,,1949,Female,Latino or Hispanic,,Yes,,,,,,New Mexico,,Other,Slightly conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
92858,2010.05.07,2010.05.07,en,,,,FY953843,,1961,Female,#NAME?,,No,No,24,,,,,,Other,Somewhat liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
92859,2010.05.08,2010.05.08,en,,,,FY947737,,1946,Male,Latino or Hispanic,,Yes,,,,,,Puerto Rico,,Democrat,Neither liberal nor conservative,,,Yes,No,No,,Four year college degree (BA or BS),No
92860,2010.05.08,2010.05.08,en,,,,FY998510,,1958,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,"",Yes,Yes,No,,Masters degree (MA or MS),No
92862,2010.05.08,,en,,,,FY934245,,1944,Male,Asian or Pacific Islander,,No,,,,,,,,,,,,,,,,,
92864,2010.05.08,2010.05.08,en,,,,FY934245,,1944,Male,Asian or Pacific Islander,,No,Yes,40,"",,,,,Republican,Very conservative,,,Yes,No,No,"",PhD MD MBA Law degree,No
92866,2010.05.09,2010.05.09,en,,,,FY961837,,1953,Female,White Caucasian,,No,Yes,18,,,,,,Independent,Neither liberal nor conservative,,,Yes,No,No,,Masters degree (MA or MS),No
92867,2010.05.09,2010.05.09,en,,,,FY947737,,1957,Female,Latino or Hispanic,,Yes,,,,,,Puerto Rico,,Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
92869,2010.05.10,2010.05.10,en,,,,FY949005,,1959,Female,White Caucasian,,Yes,,,,,,California,,Republican,Very conservative,,,Yes,Yes,Yes,,Four year college degree (BA or BS),No
92870,2010.05.10,2010.05.10,en,,,,FY937671,,1951,Female,White Caucasian,,Yes,,,,,,New York,,Democrat,Very liberal,,,No,Yes,No,,Masters degree (MA or MS),No
92871,2010.05.10,2010.05.10,en,,,,FY915367,,1958,Female,White Caucasian,,Yes,,,,,,Indiana,,Independent,Neither liberal nor conservative,,,No,,Yes,,PhD MD MBA Law degree,No
92873,2010.05.10,2010.05.10,en,,,,FY959946,,1946,Female,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,Masters degree (MA or MS),No
92874,2010.05.10,2010.05.10,en,,,,,,1946,Male,Latino or Hispanic,,Yes,,,,,,Puerto Rico,,Democrat,Neither liberal nor conservative,,,Yes,No,No,,Four year college degree (BA or BS),No
92877,2010.05.10,,en,,,,FY952866,,,,,,,,,,,,,,,,,,,,,,,
92878,2010.05.10,2010.05.10,en,,,,,,1957,Female,Latino or Hispanic,,Yes,,,,,,Puerto Rico,,Democrat,Somewhat liberal,,,Yes,No,No,,PhD MD MBA Law degree,No
92881,2010.05.11,2010.05.11,en,,,,FY948320,,1952,Female,White Caucasian,,Yes,,,,,,Pennsylvania,,Independent,Slightly liberal,,,Yes,Yes,No,,PhD MD MBA Law degree,No
92882,2010.05.11,2010.05.11,en,,,,FY970625,,1957,Female,White Caucasian,,Yes,,,,,,California,,Republican,Somewhat conservative,,,Yes,Yes,No,,Masters degree (MA or MS),No
92887,2010.05.12,2010.05.12,en,,,,FY967890,,1943,Female,Black or African American,,Yes,,,,,,Missouri,,Democrat,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
92892,2010.05.12,2010.05.12,en,,,,FY952866,,1957,Female,#NAME?,,Yes,,,,,,California,,Independent,Slightly conservative,,,Yes,Yes,No,,,No
92893,2010.05.12,2010.05.12,en,,,,FY906864,,1958,Female,White Caucasian,,Yes,,,,,,Rhode Island,,Independent,Slightly liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
92907,2010.05.13,2010.05.13,en,,,,FY918842,,1955,Female,White Caucasian,,No,No,4,,,,,,Other,Very liberal,,,Yes,No,No,,Masters degree (MA or MS),No
92914,2010.05.14,2010.05.14,en,,,,FY982343,,1968,Male,White Caucasian,,Yes,,,,,,California,,Independent,Slightly liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
92937,2010.05.16,2010.05.16,en,,,,FY976994,,1960,Female,White Caucasian,,Yes,,,,,,Missouri,,Democrat,Somewhat liberal,,,Yes,Yes,No,,Four year college degree (BA or BS),No
92941,2010.05.17,2010.05.17,en,,,,FY916511,,1962,Male,White Caucasian,,No,No,1,,,,,,Other,Slightly liberal,,,Yes,Yes,No,,Masters degree (MA or MS),No
93216,2010.06.05,2010.06.05,en,,,,FY908039,,1955,Male,White Caucasian,,Yes,,,,,,California,,Democrat,Somewhat liberal,,,Yes,,Yes,,PhD MD MBA Law degree,No
93235,2010.06.08,2010.06.08,en,,,,FY902962,,1958,Male,White Caucasian,,Yes,,,,,,New York,,Democrat,Somewhat liberal,,,Yes,Yes,Yes,,PhD MD MBA Law degree,No
93238,2010.06.08,,en,,,,FY916757,,1900,Female,Black or African American,,No,,,,,,,,,,,,,,,,,
93239,2010.06.08,2010.06.08,en,,,,FY960732,,1953,Female,White Caucasian,,Yes,,,,,,New Jersey,,Independent,Very liberal,,,Yes,No,No,,,No
93406,2010.06.23,2010.06.23,en,,,,FY977056,,1959,Female,White Caucasian,,Yes,,,,,,Ohio,,Democrat,Somewhat liberal,,,No,Yes,Yes,,PhD MD MBA Law degree,No
